               ************************************
               *****    GLOBAL ATTRIBUTES    ******
               ************************************

     PROJECT                  STP>Solar Terrestrial Probes
     SOURCE_NAME              sta>Solar Terrestrial Relations Observatory Ahead of the Sun-Earth Line
     DISCIPLINE               Solar Physics>Heliospheric Physics
     DATA_TYPE                COHO1HR>1 Hour Time Resolution from cohoweb
     DESCRIPTOR               MAG_PLASMA>Merged Trajectory, Magnetic Field, and Plasma
     DATA_VERSION             1
     TEXT                     The Solar-Terrestrial Relations Observatory (STEREO) mission includes two spacecraft                   
     TEXT                      respectively lagging (STEREO A) and leading (STEREO B) the Earth in heliocentric                      
     TEXT                      orbit around the Sun for remote 3-D imaging and radio observations of coronal                         
     TEXT                      mass ejections (CMEs).  These events are responsible for large solar energetic                        
     TEXT                      particle events in interplanetary space and are the primary cause of major                            
     TEXT                      geomagnetic storms at Earth. The two spacecraft are launched to drift slowly                          
     TEXT                      away from the Earth in opposite directions at about 10 degrees per year for                           
     TEXT                      the lagging spacecraft and 20 degrees per year for the leading one. Optimal                           
     TEXT                      longitudinal separation of about sixty degrees is achieved after two years.                           
     TEXT                      Afterwards the separation gradually increases beyond the design lifetime of                           
     TEXT                      two years with the possibility of extended mission observations at larger angles.                     
     TEXT                      Science instruments selected for STEREO include the Sun Earth Connection Coronal                      
     TEXT                      and Heliospheric Investigation (SECCHI) for extreme ultraviolet (EUV), white-light                    
     TEXT                      coronographic, and heliospheric imaging, the STEREO/WAVES (SWAVES) interplanetary                     
     TEXT                      radio burst tracker, the In situ Measurements of Particles and CME Transients                         
     TEXT                      (IMPACT) investigation for in-situ sampling the 3-D distribution and plasma                           
     TEXT                      characteristics of solar energetic particles and the interplanetary magnetic                          
     TEXT                      field, and the PLAsma and SupraThermal Ion and Composition (PLASTIC) experiment                       
     TEXT                      to measure elemental and charge composition of ambient and CME plasma ions.                           
     TEXT                      STEREO data recorded and stored onboard each spacecraft will be downlinked                            
     TEXT                      through the NASA Deep Space Network on a daily schedule. Real-time space weather                      
     TEXT                      data will be continuously transmitted through a separate beacon system to NASA                        
                               and non-NASA receiving stations.                                                                      
                              About STEREO data in COHOWEB STEREO-A and -B data are from the magnetometer                            
                               of the IMPACT package and from the PLASTIC plasma detector.  Principal Investigators                  
                               for these packages are Janet Luhmann (UCB) and Antoinette Galvin (UNH), respectively.                 
                                Magnetic field  data were obtained as 10-min averages from the UCLA web site                         
                               at http://aten.igpp.ucla.edu/forms/stereo/ascii_PLASTIC_10m_new.html, courtesy                        
                               of C.T. Russell.  COHOWeb's magnetic field hourly averages were created at                            
                               GSFC/SPDF by averaging over the six 10-min averages falling within each hour.                         
                                Hourly plasma parameter data, including plasma flow direction angles for STEREO-A                    
                               but not yet for STEREO B (as of 7/11/2010), were obtained from UNH via http://fiji.sr.unh.edu/1dmax_as
     NSSDC_ID                 2006-047A
     LOGICAL_FILE_ID          sta_coho1hr_merged_mag_plasma_00000000_v01
     LOGICAL_SOURCE           sta_coho1hr_merged_mag_plasma
     LOGICAL_SOURCE_DESCR     Merged hourly magnetic field, plasma and ephermis data
     PI_NAME                  Natasha Papitashvili
     PI_AFFILIATION           NASA/GSFC
     MISSION_GROUP            STEREO
     INSTRUMENT_TYPE          Magnetic Fields (space)
                              Plasma and Solar Wind
                              Ephemeris
     TIME_RESOLUTION          1 hour
     LINK_TEXT                COHO dataset
                              Additional analysis tools for these data from the
     LINK_TITLE               Documentation
                              COHOWeb service
     HTTP_LINK                http://cohoweb.gsfc.nasa.gov/html/cw_data.html
                              http://cohoweb.gsfc.nasa.gov

               ************************************
               ****  RECORD VARYING VARIABLES  ****
               ************************************

 1. Time, beginning of interval
 2. Radial Distance
 3. HelioGraphic Inertial (HGI) latitude of the spacecraft position at the start of data interval
 4. HelioGraphic Inertial (HGI) longitude of the spacecraft position at the start of data interval
 5. IMF BR in RTN (Radial-Tangential-Normal) coordinate system
 6. IMF BT in RTN coordinate system
 7. IMF BN in RTN coordinate system
 8. B scalar
 9. SW plasma speed
10. SW lat angle in RTN coordinate system
11. SW lon angle in RTN coordinate system
12. SW plasma density
13. SW plasma Temperature

EPOCH                   RADIAL_DISTANCE       HGI_LAT      HGI_LONG      BR_(RTN)      BT_(RTN)      BN_(RTN)             B  PLASMA_SPEED  SW_LAT_(RTN)  SW_LON_(RTN) SW_PLASMA_DENS SW_PLASMA_TEMP
dd-mm-yyyy_hh:mm:ss.ms               AU           deg           deg            nT            nT            nT            nT          km/s           deg           deg          N/cm3          deg_K
04-04-2010 18:00:00.000        0.960000      0.900000       186.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       585.000      0.900000      0.100000        2.98000        256000.
04-04-2010 19:00:00.000        0.960000      0.900000       186.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       602.000       1.10000      -1.60000        3.23000        295000.
04-04-2010 20:00:00.000        0.960000      0.900000       186.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       601.000       4.00000      0.800000        2.78000        302000.
04-04-2010 21:00:00.000        0.960000      0.900000       186.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       589.000       3.50000      0.400000        2.64000        283000.
04-04-2010 22:00:00.000        0.960000      0.900000       186.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       609.000       5.10000       1.50000        2.14000        253000.
04-04-2010 23:00:00.000        0.960000      0.900000       186.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       597.000       4.40000       1.10000        1.93000        263000.
05-04-2010 00:00:00.000        0.960000      0.900000       186.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       590.000       3.60000       0.00000        2.40000        254000.
05-04-2010 01:00:00.000        0.960000      0.900000       186.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       572.000      0.500000      -1.00000        3.12000        197000.
05-04-2010 02:00:00.000        0.960000      0.900000       186.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       579.000       3.80000      -1.40000        2.65000        207000.
05-04-2010 03:00:00.000        0.960000      0.900000       186.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       573.000       4.80000      -2.90000        2.16000        244000.
05-04-2010 04:00:00.000        0.960000      0.900000       186.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       597.000       5.50000       1.20000        1.90000        259000.
05-04-2010 05:00:00.000        0.960000      0.900000       186.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       561.000       3.10000       1.60000        1.84000        201000.
05-04-2010 06:00:00.000        0.960000      0.900000       186.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       560.000       4.10000       1.60000        1.58000        203000.
05-04-2010 07:00:00.000        0.960000       1.00000       187.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       578.000       5.60000       2.20000        1.39000        221000.
05-04-2010 08:00:00.000        0.960000       1.00000       187.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       564.000       6.70000       1.60000        1.53000        235000.
05-04-2010 09:00:00.000        0.960000       1.00000       187.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       531.000       2.80000     -0.700000        1.83000        143000.
05-04-2010 10:00:00.000        0.960000       1.00000       187.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       551.000       5.50000      0.700000        1.64000        241000.
05-04-2010 11:00:00.000        0.960000       1.00000       187.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       590.000       6.40000      -5.40000        1.91000        278000.
05-04-2010 12:00:00.000        0.960000       1.00000       187.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       555.000       4.90000      -3.30000        1.75000        272000.
05-04-2010 13:00:00.000        0.960000       1.00000       187.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       556.000       4.60000     -0.500000        1.54000        256000.
05-04-2010 14:00:00.000        0.960000       1.00000       187.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       576.000       4.40000      -7.00000        1.73000        248000.
05-04-2010 15:00:00.000        0.960000       1.00000       187.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       570.000       3.80000      -1.50000        1.69000        240000.
05-04-2010 16:00:00.000        0.960000       1.00000       187.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       600.000       8.10000      0.800000        1.40000        268000.
05-04-2010 17:00:00.000        0.960000       1.00000       187.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       580.000       2.20000     -0.900000        1.68000        321000.
05-04-2010 18:00:00.000        0.960000       1.10000       187.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       605.000       8.20000      0.600000        1.52000        354000.
05-04-2010 19:00:00.000        0.960000       1.10000       187.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       594.000       8.50000      -3.50000        1.74000        352000.
05-04-2010 20:00:00.000        0.960000       1.10000       187.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       596.000       5.30000      -2.10000        1.69000        272000.
05-04-2010 21:00:00.000        0.960000       1.10000       187.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       625.000       6.50000      -1.00000        1.55000        283000.
05-04-2010 22:00:00.000        0.960000       1.10000       187.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       598.000       3.50000       1.60000        1.29000        236000.
05-04-2010 23:00:00.000        0.960000       1.10000       187.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       573.000       4.00000      -4.40000        1.69000        185000.
06-04-2010 00:00:00.000        0.960000       1.10000       187.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       586.000       6.60000      -8.60000        1.76000        210000.
06-04-2010 01:00:00.000        0.960000       1.10000       187.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       590.000       5.10000      -2.80000        1.38000        202000.
06-04-2010 02:00:00.000        0.960000       1.10000       187.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       557.000       2.20000      -4.40000        1.28000        138000.
06-04-2010 03:00:00.000        0.960000       1.10000       187.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       570.000       2.60000      -2.50000        1.34000        192000.
06-04-2010 04:00:00.000        0.960000       1.10000       187.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       569.000       1.10000      -2.90000        1.35000        178000.
06-04-2010 05:00:00.000        0.960000       1.10000       187.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       546.000       2.10000      -1.90000        1.24000        154000.
06-04-2010 06:00:00.000        0.960000       1.10000       188.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       568.000       3.00000      -2.50000        1.42000        197000.
06-04-2010 07:00:00.000        0.960000       1.10000       188.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       556.000       2.10000      -4.70000        1.65000        177000.
06-04-2010 08:00:00.000        0.960000       1.10000       188.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       550.000     -0.900000      -4.10000        1.68000        177000.
06-04-2010 09:00:00.000        0.960000       1.10000       188.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       566.000       2.60000      -2.30000        1.59000        214000.
06-04-2010 10:00:00.000        0.960000       1.10000       188.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       527.000       1.30000      -1.80000        1.48000        138000.
06-04-2010 11:00:00.000        0.960000       1.10000       188.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       535.000       2.70000     -0.800000        1.46000        166000.
06-04-2010 12:00:00.000        0.960000       1.20000       188.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       521.000       2.90000     -0.400000        1.47000        135000.
06-04-2010 13:00:00.000        0.960000       1.20000       188.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       519.000       2.00000       2.20000        1.43000        141000.
06-04-2010 14:00:00.000        0.960000       1.20000       188.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       501.000      0.100000      0.600000        1.39000        101000.
06-04-2010 15:00:00.000        0.960000       1.20000       188.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       485.000     -0.200000       1.00000        1.30000        78300.0
06-04-2010 16:00:00.000        0.960000       1.20000       188.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       481.000      -1.60000      0.100000        1.37000        82000.0
06-04-2010 17:00:00.000        0.960000       1.20000       188.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       477.000     -0.500000       1.80000        1.36000        86500.0
06-04-2010 18:00:00.000        0.960000       1.20000       188.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       464.000      0.300000     -0.100000        1.36000        60800.0
06-04-2010 19:00:00.000        0.960000       1.20000       188.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       484.000       2.10000      -1.90000        1.50000        103000.
06-04-2010 20:00:00.000        0.960000       1.20000       188.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       488.000       3.50000      -3.50000        1.58000        96000.0
06-04-2010 21:00:00.000        0.960000       1.20000       188.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       455.000      0.900000       2.00000        1.25000        62100.0
06-04-2010 22:00:00.000        0.960000       1.20000       188.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       452.000       1.20000       2.50000        1.24000        58000.0
06-04-2010 23:00:00.000        0.960000       1.20000       188.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       447.000      0.700000       1.60000        1.31000        53300.0
07-04-2010 00:00:00.000        0.960000       1.20000       188.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       442.000      0.500000       0.00000        1.46000        57900.0
07-04-2010 01:00:00.000        0.960000       1.20000       188.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       441.000      0.600000      -1.50000        1.41000        52800.0
07-04-2010 02:00:00.000        0.960000       1.20000       188.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       440.000      0.300000      -2.50000        1.53000        51800.0
07-04-2010 03:00:00.000        0.960000       1.20000       188.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       435.000     -0.100000      -2.80000        1.47000        56900.0
07-04-2010 04:00:00.000        0.960000       1.20000       189.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       431.000     -0.200000      -2.40000        1.52000        57000.0
07-04-2010 05:00:00.000        0.960000       1.20000       189.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       433.000     -0.400000      -1.50000        1.54000        61000.0
07-04-2010 06:00:00.000        0.960000       1.20000       189.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       424.000      0.100000       2.50000        1.45000        53900.0
07-04-2010 07:00:00.000        0.960000       1.20000       189.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       425.000       1.40000       1.40000        1.36000        65900.0
07-04-2010 08:00:00.000        0.960000       1.20000       189.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       422.000       1.10000      0.800000        1.33000        59300.0
07-04-2010 09:00:00.000        0.960000       1.20000       189.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       423.000      0.800000       1.70000        1.33000        64300.0
07-04-2010 10:00:00.000        0.960000       1.20000       189.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       420.000       1.70000       0.00000        1.30000        63900.0
07-04-2010 11:00:00.000        0.960000       1.20000       189.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       421.000       1.80000       1.80000        1.35000        72400.0
07-04-2010 12:00:00.000        0.960000       1.30000       189.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       416.000       1.90000     -0.500000        1.30000        70500.0
07-04-2010 13:00:00.000        0.960000       1.30000       189.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       429.000       2.60000      -1.10000        1.43000        104000.
07-04-2010 14:00:00.000        0.960000       1.30000       189.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       412.000      0.800000      0.600000        1.65000        48800.0
07-04-2010 15:00:00.000        0.960000       1.30000       189.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       410.000     -0.700000      0.100000        1.62000        51200.0
07-04-2010 16:00:00.000        0.960000       1.30000       189.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       415.000     -0.700000       2.00000        1.59000        67100.0
07-04-2010 17:00:00.000        0.960000       1.30000       189.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       412.000      -1.60000       1.90000        1.65000        62200.0
07-04-2010 18:00:00.000        0.960000       1.30000       189.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       417.000      0.400000       2.50000        1.70000        67400.0
07-04-2010 19:00:00.000        0.960000       1.30000       189.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       409.000       1.80000       3.10000        1.55000        60700.0
07-04-2010 20:00:00.000        0.960000       1.30000       189.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       408.000       1.80000       2.20000        1.58000        56500.0
07-04-2010 21:00:00.000        0.960000       1.30000       189.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       402.000      -1.30000       1.60000        1.66000        50600.0
07-04-2010 22:00:00.000        0.960000       1.30000       189.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       391.000      -1.30000      0.800000        1.56000        43300.0
07-04-2010 23:00:00.000        0.960000       1.30000       189.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       387.000      -1.30000       1.80000        1.66000        44100.0
08-04-2010 00:00:00.000        0.960000       1.30000       189.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       391.000       1.20000       4.50000        1.64000        57700.0
08-04-2010 01:00:00.000        0.960000       1.30000       189.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       385.000      0.600000       4.60000        1.70000        54700.0
08-04-2010 02:00:00.000        0.960000       1.30000       189.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       381.000      0.700000       4.20000        1.70000        51200.0
08-04-2010 03:00:00.000        0.960000       1.30000       189.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       371.000     -0.100000       4.40000        1.69000        53000.0
08-04-2010 04:00:00.000        0.960000       1.30000       190.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       369.000      0.200000       4.20000        1.73000        55800.0
08-04-2010 05:00:00.000        0.960000       1.30000       190.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       369.000      0.500000       4.50000        1.82000        57100.0
08-04-2010 06:00:00.000        0.960000       1.30000       190.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       368.000      0.700000       5.10000        1.74000        55300.0
08-04-2010 07:00:00.000        0.960000       1.40000       190.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       366.000      0.300000       5.10000        1.57000        40300.0
08-04-2010 08:00:00.000        0.960000       1.40000       190.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       361.000      0.200000       4.60000        3.19000        19900.0
08-04-2010 09:00:00.000        0.960000       1.40000       190.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       352.000      -1.40000       4.40000        3.11000        16800.0
08-04-2010 10:00:00.000        0.960000       1.40000       190.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       349.000      -1.80000       2.40000        4.09000        19600.0
08-04-2010 11:00:00.000        0.960000       1.40000       190.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       360.000     -0.300000       3.60000        5.03000        22600.0
08-04-2010 12:00:00.000        0.960000       1.40000       190.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       350.000      -1.50000       2.60000        4.96000        19300.0
08-04-2010 13:00:00.000        0.960000       1.40000       190.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       374.000      -1.00000       4.40000        6.30000        37500.0
08-04-2010 14:00:00.000        0.960000       1.40000       190.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       391.000     -0.700000       3.80000        8.10000        53400.0
08-04-2010 15:00:00.000        0.960000       1.40000       190.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       390.000     -0.700000       4.10000        7.51000        48700.0
08-04-2010 16:00:00.000        0.960000       1.40000       190.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       388.000      -1.20000       3.60000        7.65000        53400.0
08-04-2010 17:00:00.000        0.960000       1.40000       190.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       381.000      -1.60000       3.30000        7.47000        55800.0
08-04-2010 18:00:00.000        0.960000       1.40000       190.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       373.000      -1.80000       3.00000        7.27000        62000.0
08-04-2010 19:00:00.000        0.960000       1.50000       190.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       393.000      -1.50000       2.70000        8.50000        59700.0
08-04-2010 20:00:00.000        0.960000       1.50000       190.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       384.000      -1.30000       2.70000        7.71000        73300.0
08-04-2010 21:00:00.000        0.960000       1.50000       190.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       377.000      -1.80000       3.90000        9.27000        63500.0
08-04-2010 22:00:00.000        0.960000       1.50000       190.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       377.000      -2.50000       3.20000        9.13000        66800.0
08-04-2010 23:00:00.000        0.960000       1.50000       190.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       369.000      -1.40000       3.80000        7.81000        57000.0
09-04-2010 00:00:00.000        0.960000       1.50000       190.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       378.000     -0.600000       3.00000        8.79000        83800.0
09-04-2010 01:00:00.000        0.960000       1.50000       190.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       394.000     -0.700000       3.50000        11.5000        86400.0
09-04-2010 02:00:00.000        0.960000       1.50000       191.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       406.000     -0.300000       3.90000        12.0000        68100.0
09-04-2010 03:00:00.000        0.960000       1.50000       191.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       418.000     -0.600000       2.80000        11.1000        92400.0
09-04-2010 04:00:00.000        0.960000       1.50000       191.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       426.000      -1.70000       1.10000        9.55000        106000.
09-04-2010 05:00:00.000        0.960000       1.50000       191.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       431.000      -2.00000     -0.300000        7.99000        101000.
09-04-2010 06:00:00.000        0.960000       1.50000       191.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       453.000      -1.50000     -0.500000        8.32000        122000.
09-04-2010 07:00:00.000        0.960000       1.50000       191.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       478.000      0.300000      -2.90000        8.36000        127000.
09-04-2010 08:00:00.000        0.960000       1.50000       191.200  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       478.000     -0.100000      -3.80000        7.96000        113000.
09-04-2010 09:00:00.000        0.960000       1.50000       191.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       479.000     -0.600000      -3.80000        7.46000        108000.
09-04-2010 10:00:00.000        0.960000       1.50000       191.300  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       481.000     -0.200000      -3.20000        7.10000        91400.0
09-04-2010 11:00:00.000        0.960000       1.50000       191.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       490.000       1.90000      -2.70000        7.53000        128000.
09-04-2010 12:00:00.000        0.960000       1.60000       191.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       494.000      0.600000       1.20000        9.08000        152000.
09-04-2010 13:00:00.000        0.960000       1.60000       191.400  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       488.000      0.200000      0.700000        8.24000        155000.
09-04-2010 14:00:00.000        0.960000       1.60000       191.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       480.000      0.600000      0.700000        6.75000        143000.
09-04-2010 15:00:00.000        0.960000       1.60000       191.500  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       485.000       2.00000      0.900000        5.64000        114000.
09-04-2010 16:00:00.000        0.960000       1.60000       191.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       509.000       4.30000       1.40000        5.51000        152000.
09-04-2010 17:00:00.000        0.960000       1.60000       191.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       490.000       4.20000      0.300000        4.88000        134000.
09-04-2010 18:00:00.000        0.960000       1.60000       191.600  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       493.000       4.20000     -0.200000        5.71000        148000.
09-04-2010 19:00:00.000        0.960000       1.60000       191.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       518.000       3.80000      -3.10000        5.49000        167000.
09-04-2010 20:00:00.000        0.960000       1.60000       191.700  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       521.000       4.70000      -3.20000        5.06000        170000.
09-04-2010 21:00:00.000        0.960000       1.60000       191.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       508.000       5.20000      -1.60000        4.14000        156000.
09-04-2010 22:00:00.000        0.960000       1.60000       191.800  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       511.000       4.10000      -2.80000        4.06000        178000.
09-04-2010 23:00:00.000        0.960000       1.60000       191.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       503.000       2.50000      -4.80000        4.04000        157000.
10-04-2010 00:00:00.000        0.960000       1.60000       191.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       492.000       1.00000      -6.60000        3.99000        153000.
10-04-2010 01:00:00.000        0.960000       1.60000       191.900  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       486.000       3.70000      -4.90000        4.33000        139000.
10-04-2010 02:00:00.000        0.960000       1.60000       192.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       484.000       2.80000      -3.50000        5.25000        130000.
10-04-2010 03:00:00.000        0.960000       1.60000       192.000  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       472.000      0.900000      -4.20000        6.25000        118000.
10-04-2010 04:00:00.000        0.960000       1.60000       192.100  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31       471.000     -0.800000      -4.90000        6.31000        119000.
