               ************************************
               *****    GLOBAL ATTRIBUTES    ******
               ************************************

     PROJECT                  STP>Solar Terrestrial Probes
     SOURCE_NAME              sta>Solar Terrestrial Relations Observatory Ahead of the Sun-Earth Line
     DISCIPLINE               Solar Physics>Heliospheric Physics
     DATA_TYPE                COHO1HR>1 Hour Time Resolution from cohoweb
     DESCRIPTOR               MAG_PLASMA>Merged Trajectory, Magnetic Field, and Plasma
     DATA_VERSION             1
     TEXT                     The Solar-Terrestrial Relations Observatory (STEREO) mission includes two spacecraft                   
     TEXT                      respectively lagging (STEREO A) and leading (STEREO B) the Earth in heliocentric                      
     TEXT                      orbit around the Sun for remote 3-D imaging and radio observations of coronal                         
     TEXT                      mass ejections (CMEs).  These events are responsible for large solar energetic                        
     TEXT                      particle events in interplanetary space and are the primary cause of major                            
     TEXT                      geomagnetic storms at Earth. The two spacecraft are launched to drift slowly                          
     TEXT                      away from the Earth in opposite directions at about 10 degrees per year for                           
     TEXT                      the lagging spacecraft and 20 degrees per year for the leading one. Optimal                           
     TEXT                      longitudinal separation of about sixty degrees is achieved after two years.                           
     TEXT                      Afterwards the separation gradually increases beyond the design lifetime of                           
     TEXT                      two years with the possibility of extended mission observations at larger angles.                     
     TEXT                      Science instruments selected for STEREO include the Sun Earth Connection Coronal                      
     TEXT                      and Heliospheric Investigation (SECCHI) for extreme ultraviolet (EUV), white-light                    
     TEXT                      coronographic, and heliospheric imaging, the STEREO/WAVES (SWAVES) interplanetary                     
     TEXT                      radio burst tracker, the In situ Measurements of Particles and CME Transients                         
     TEXT                      (IMPACT) investigation for in-situ sampling the 3-D distribution and plasma                           
     TEXT                      characteristics of solar energetic particles and the interplanetary magnetic                          
     TEXT                      field, and the PLAsma and SupraThermal Ion and Composition (PLASTIC) experiment                       
     TEXT                      to measure elemental and charge composition of ambient and CME plasma ions.                           
     TEXT                      STEREO data recorded and stored onboard each spacecraft will be downlinked                            
     TEXT                      through the NASA Deep Space Network on a daily schedule. Real-time space weather                      
     TEXT                      data will be continuously transmitted through a separate beacon system to NASA                        
                               and non-NASA receiving stations.                                                                      
                              About STEREO data in COHOWEB STEREO-A and -B data are from the magnetometer                            
                               of the IMPACT package and from the PLASTIC plasma detector.  Principal Investigators                  
                               for these packages are Janet Luhmann (UCB) and Antoinette Galvin (UNH), respectively.                 
                                Magnetic field  data were obtained as 10-min averages from the UCLA web site                         
                               at http://aten.igpp.ucla.edu/forms/stereo/ascii_PLASTIC_10m_new.html, courtesy                        
                               of C.T. Russell.  COHOWeb's magnetic field hourly averages were created at                            
                               GSFC/SPDF by averaging over the six 10-min averages falling within each hour.                         
                                Hourly plasma parameter data, including plasma flow direction angles for STEREO-A                    
                               but not yet for STEREO B (as of 7/11/2010), were obtained from UNH via http://fiji.sr.unh.edu/1dmax_as
     NSSDC_ID                 2006-047A
     LOGICAL_FILE_ID          sta_coho1hr_merged_mag_plasma_00000000_v01
     LOGICAL_SOURCE           sta_coho1hr_merged_mag_plasma
     LOGICAL_SOURCE_DESCR     Merged hourly magnetic field, plasma and ephermis data
     PI_NAME                  Natasha Papitashvili
     PI_AFFILIATION           NASA/GSFC
     MISSION_GROUP            STEREO
     INSTRUMENT_TYPE          Magnetic Fields (space)
                              Plasma and Solar Wind
                              Ephemeris
     TIME_RESOLUTION          1 hour
     LINK_TEXT                COHO dataset
                              Additional analysis tools for these data from the
     LINK_TITLE               Documentation
                              COHOWeb service
     HTTP_LINK                http://cohoweb.gsfc.nasa.gov/html/cw_data.html
                              http://cohoweb.gsfc.nasa.gov

               ************************************
               ****  RECORD VARYING VARIABLES  ****
               ************************************

 1. Time, beginning of interval
 2. Radial Distance
 3. HelioGraphic Inertial (HGI) latitude of the spacecraft position at the start of data interval
 4. HelioGraphic Inertial (HGI) longitude of the spacecraft position at the start of data interval
 5. IMF BR in RTN (Radial-Tangential-Normal) coordinate system
 6. IMF BT in RTN coordinate system
 7. IMF BN in RTN coordinate system
 8. B scalar
 9. SW plasma speed
10. SW lat angle in RTN coordinate system
11. SW lon angle in RTN coordinate system
12. SW plasma density
13. SW plasma Temperature

EPOCH                   RADIAL_DISTANCE       HGI_LAT      HGI_LONG      BR_(RTN)      BT_(RTN)      BN_(RTN)             B  PLASMA_SPEED  SW_LAT_(RTN)  SW_LON_(RTN) SW_PLASMA_DENS SW_PLASMA_TEMP
dd-mm-yyyy_hh:mm:ss.ms               AU           deg           deg            nT            nT            nT            nT          km/s           deg           deg          N/cm3          deg_K
13-11-2009 08:00:00.000        0.970000      -4.60000       38.0000      -1.27000       3.65000       1.08000       4.03000       292.000     -0.800000      -2.10000        8.43000        20300.0
13-11-2009 09:00:00.000        0.970000      -4.60000       38.1000      -1.56000       3.51000      0.350000       3.88000       291.000      -1.00000      -3.20000        7.09000        19600.0
13-11-2009 10:00:00.000        0.970000      -4.60000       38.1000      -1.40000       2.83000      0.420000       3.22000       294.000     -0.900000      -2.10000        9.73000        21900.0
13-11-2009 11:00:00.000        0.970000      -4.60000       38.2000      -2.13000       1.57000      0.450000       2.72000       297.000     -0.600000      -2.10000        10.3000        23400.0
13-11-2009 12:00:00.000        0.970000      -4.60000       38.2000      -2.02000       1.03000     -0.260000       2.40000       296.000     -0.100000      -2.80000        8.89000        22000.0
13-11-2009 13:00:00.000        0.970000      -4.70000       38.2000      -1.41000      0.980000     -0.470000       2.05000       293.000     -0.200000      -3.40000        7.80000        18500.0
13-11-2009 14:00:00.000        0.970000      -4.70000       38.3000      0.420000       1.70000      0.450000       2.18000       292.000     -0.100000      -1.90000        5.77000        19500.0
13-11-2009 15:00:00.000        0.970000      -4.70000       38.3000      -1.25000       1.37000      0.220000       2.51000       293.000      0.100000      -2.50000        4.71000        22100.0
13-11-2009 16:00:00.000        0.970000      -4.70000       38.4000       2.00000       1.23000       1.30000       2.72000       304.000      0.100000      -3.70000        5.00000        25200.0
13-11-2009 17:00:00.000        0.970000      -4.70000       38.4000     -0.450000       2.04000      0.640000       2.43000       299.000      0.400000      -2.20000        4.39000        24200.0
13-11-2009 18:00:00.000        0.970000      -4.70000       38.5000      -1.84000       1.91000     -0.380000       2.83000       288.000      0.100000      -2.00000        3.28000        15200.0
13-11-2009 19:00:00.000        0.970000      -4.70000       38.5000      -1.19000       1.65000     -0.300000       2.41000       288.000      0.400000      -2.70000        3.40000        17500.0
13-11-2009 20:00:00.000        0.970000      -4.70000       38.5000      0.320000       2.17000      0.610000       2.29000       288.000      0.900000      -3.20000        3.62000        15600.0
13-11-2009 21:00:00.000        0.970000      -4.70000       38.6000     -0.720000       1.86000      0.360000       2.20000       283.000      0.700000      -3.00000        3.08000        19400.0
13-11-2009 22:00:00.000        0.970000      -4.70000       38.6000      -1.33000       1.59000     0.0100000       2.33000       283.000      0.300000      -3.40000        3.19000        17500.0
13-11-2009 23:00:00.000        0.970000      -4.70000       38.7000      -1.36000       1.39000       0.00000       2.10000       282.000      0.200000      -3.70000        3.46000        15200.0
14-11-2009 00:00:00.000        0.970000      -4.70000       38.7000      -1.52000       1.14000     -0.640000       2.04000       280.000      0.400000      -3.20000        3.26000        18600.0
14-11-2009 01:00:00.000        0.970000      -4.70000       38.7000      -1.77000      0.890000     -0.420000       2.06000       277.000      0.800000      -3.60000        3.28000        25500.0
14-11-2009 02:00:00.000        0.970000      -4.70000       38.8000      -1.80000      0.920000     0.0600000       2.03000       275.000       1.10000      -3.90000        3.05000        29200.0
14-11-2009 03:00:00.000        0.970000      -4.70000       38.8000      -2.10000       1.85000     -0.330000       2.87000       286.000      0.100000      -1.30000        4.95000        19300.0
14-11-2009 04:00:00.000        0.970000      -4.70000       38.9000      -1.38000       2.76000      0.160000       3.13000       288.000       1.10000     -0.800000        4.57000        15300.0
14-11-2009 05:00:00.000        0.970000      -4.70000       38.9000      -1.71000       2.95000      0.100000       3.45000       287.000       1.40000      0.700000        5.17000        13800.0
14-11-2009 06:00:00.000        0.970000      -4.70000       39.0000      -1.52000       3.14000     -0.290000       3.53000       286.000       1.50000       2.20000        7.39000        11700.0
14-11-2009 07:00:00.000        0.970000      -4.70000       39.0000      -2.38000       2.97000     -0.680000       3.89000       283.000       1.50000       2.50000        6.80000        8680.00
14-11-2009 08:00:00.000        0.970000      -4.70000       39.1000      -2.82000       3.29000     -0.700000       4.45000       290.000       2.50000       3.70000        7.40000        17500.0
14-11-2009 09:00:00.000        0.970000      -4.70000       39.1000      -3.14000       3.33000      -4.61000       6.85000       303.000       3.80000       4.70000        15.1000        17900.0
14-11-2009 10:00:00.000        0.970000      -4.70000       39.2000      -2.83000       4.34000      -4.69000       7.27000       303.000       3.80000       5.20000        19.4000        17800.0
14-11-2009 11:00:00.000        0.970000      -4.70000       39.2000      -3.64000       2.96000      -7.32000       8.79000       297.000       3.00000       4.00000        14.5000        17800.0
14-11-2009 12:00:00.000        0.970000      -4.80000       39.3000      -2.46000      0.760000      -8.02000       8.46000       295.000       2.60000       3.10000        19.8000        17700.0
14-11-2009 13:00:00.000        0.970000      -4.80000       39.3000      0.150000      -1.04000      -8.97000       9.08000       303.000       2.00000     -0.200000        16.9000        20900.0
14-11-2009 14:00:00.000        0.970000      -4.80000       39.3000      0.510000       1.06000      -9.30000       9.52000       308.000       2.00000      -1.50000        17.0000        20500.0
14-11-2009 15:00:00.000        0.970000      -4.80000       39.4000      0.830000      -1.90000      -9.34000       9.73000       307.000       1.90000      -2.40000        16.2000        21200.0
14-11-2009 16:00:00.000        0.970000      -4.80000       39.4000      0.410000       2.23000      -7.93000       9.50000       310.000       1.10000      -3.30000        18.5000        27400.0
14-11-2009 17:00:00.000        0.970000      -4.80000       39.5000      0.810000       2.06000      -6.47000       8.80000       306.000       2.20000      -1.50000        18.5000        29800.0
14-11-2009 18:00:00.000        0.970000      -4.80000       39.5000       1.66000      -1.18000      -3.97000       7.21000       309.000     -0.400000     -0.600000        21.9000        34800.0
14-11-2009 19:00:00.000        0.970000      -4.80000       39.6000      0.870000      -4.52000       2.23000       6.00000       310.000      -1.40000      0.500000        25.8000        39100.0
14-11-2009 20:00:00.000        0.970000      -4.80000       39.6000       2.13000      -5.92000       3.19000       8.14000       308.000       1.70000      -1.40000        15.5000        24800.0
14-11-2009 21:00:00.000        0.970000      -4.80000       39.7000       3.56000      -6.41000     -0.960000       8.09000       307.000       2.90000      -2.10000        15.7000        23600.0
14-11-2009 22:00:00.000        0.970000      -4.80000       39.7000       3.06000      -5.90000     -0.200000       7.68000       307.000       3.60000      -1.40000        12.0000        43900.0
14-11-2009 23:00:00.000        0.970000      -4.80000       39.8000       3.70000      -6.73000      -3.58000       8.55000       312.000       1.90000      -4.40000        12.8000        24000.0
15-11-2009 00:00:00.000        0.970000      -4.80000       39.8000       3.06000      -6.35000      -2.05000       7.73000       327.000      0.600000      -4.10000        6.54000        75000.0
15-11-2009 01:00:00.000        0.970000      -4.80000       39.8000       3.87000      -6.27000      -2.01000       7.68000       331.000       0.00000      -3.10000        6.56000        77000.0
15-11-2009 02:00:00.000        0.970000      -4.80000       39.9000       4.02000      -7.07000     -0.840000       8.19000       328.000      0.200000      -3.10000        5.67000        77700.0
15-11-2009 03:00:00.000        0.970000      -4.80000       39.9000       3.36000      -7.03000     -0.840000       7.89000       318.000     -0.200000      -2.20000        6.81000        75700.0
15-11-2009 04:00:00.000        0.970000      -4.80000       40.0000       2.91000      -7.57000     -0.630000       8.20000       311.000     -0.500000      -1.90000        6.61000        52100.0
15-11-2009 05:00:00.000        0.970000      -4.80000       40.0000       2.33000      -8.02000      0.810000       8.41000       307.000     -0.900000      -2.10000        6.16000        42300.0
15-11-2009 06:00:00.000        0.970000      -4.80000       40.0000       2.65000      -7.67000      0.870000       8.19000       304.000      -1.20000      -1.30000        6.08000        31900.0
15-11-2009 07:00:00.000        0.970000      -4.80000       40.1000       2.87000      -7.71000      0.970000       8.33000       305.000     -0.800000      -1.50000        5.45000        34900.0
15-11-2009 08:00:00.000        0.970000      -4.80000       40.1000       3.38000      -7.52000     -0.180000       8.26000       308.000      -1.00000      -2.50000        5.48000        35200.0
15-11-2009 09:00:00.000        0.970000      -4.80000       40.2000       3.70000      -7.08000     -0.540000       8.02000       303.000     -0.300000      -2.70000        6.01000        30200.0
15-11-2009 10:00:00.000        0.970000      -4.80000       40.2000       2.09000      -7.28000     -0.150000       7.59000       295.000      0.500000      -3.30000        6.71000        30400.0
15-11-2009 11:00:00.000        0.970000      -4.80000       40.3000       1.85000      -7.46000      -1.06000       7.78000       293.000     -0.100000      0.100000        7.13000        26400.0
15-11-2009 12:00:00.000        0.970000      -4.90000       40.3000       1.57000      -7.36000      -2.29000       7.87000       294.000     -0.400000      0.800000        10.7000        26900.0
15-11-2009 13:00:00.000        0.970000      -4.90000       40.3000      0.340000      -7.35000      -2.89000       7.92000       295.000      0.100000      0.700000        13.5000        25100.0
15-11-2009 14:00:00.000        0.970000      -4.90000       40.4000      0.590000      -7.72000      -3.03000       8.32000       297.000      0.800000      0.500000        14.5000        24200.0
15-11-2009 15:00:00.000        0.970000      -4.90000       40.4000      0.790000      -7.74000      -3.74000       8.66000       300.000       1.70000      -1.30000        13.0000        24000.0
15-11-2009 16:00:00.000        0.970000      -4.90000       40.5000       1.95000      -7.49000      -3.94000       8.70000       295.000       1.80000      -2.40000        11.5000        20100.0
15-11-2009 17:00:00.000        0.970000      -4.90000       40.5000       1.46000      -7.33000      -4.44000       8.73000       299.000       2.10000      -3.60000        11.8000        19600.0
15-11-2009 18:00:00.000        0.970000      -4.90000       40.5000       1.65000      -6.36000      -3.74000       8.01000       302.000       3.40000      -4.50000        13.4000        22700.0
15-11-2009 19:00:00.000        0.970000      -4.90000       40.6000       2.05000      -1.28000      -8.65000       9.17000       306.000      0.400000      -4.30000        5.47000        28700.0
15-11-2009 20:00:00.000        0.970000      -4.90000       40.6000       1.89000      0.700000      -8.41000       8.71000       303.000     -0.700000      -1.40000        5.89000        26500.0
15-11-2009 21:00:00.000        0.970000      -4.90000       40.7000       1.31000       1.03000      -5.08000       5.67000       299.000       1.60000     -0.600000        7.20000        40800.0
15-11-2009 22:00:00.000        0.970000      -4.90000       40.7000       1.84000       2.22000      -4.46000       5.56000       301.000       1.60000      0.200000        9.76000        40800.0
15-11-2009 23:00:00.000        0.970000      -4.90000       40.8000      0.560000       3.62000      -1.25000       4.58000       297.000       2.90000     -0.500000        9.93000        38500.0
16-11-2009 00:00:00.000        0.970000      -4.90000       40.8000      -3.56000      0.400000       1.73000       4.53000       297.000       2.60000     -0.800000        7.60000        34900.0
16-11-2009 01:00:00.000        0.970000      -4.90000       40.8000      -4.77000      0.480000      0.870000       5.02000       295.000       1.50000     -0.200000        5.82000        30100.0
16-11-2009 02:00:00.000        0.970000      -4.90000       40.9000      -5.04000      -2.09000     -0.550000       5.52000       289.000       1.00000      0.500000        4.66000        22900.0
16-11-2009 03:00:00.000        0.970000      -4.90000       40.9000      -5.09000      -1.24000     -0.370000       5.26000       291.000      0.800000     -0.500000        4.85000        26300.0
16-11-2009 04:00:00.000        0.970000      -4.90000       41.0000      -4.85000      -1.67000     -0.400000       5.18000       290.000      0.400000      -1.60000        4.56000        24500.0
16-11-2009 05:00:00.000        0.970000      -4.90000       41.0000      -3.57000      -1.54000      -1.23000       4.24000       294.000     -0.700000      -1.40000        5.51000        30300.0
16-11-2009 06:00:00.000        0.970000      -4.90000       41.0000      -2.28000     -0.460000      -2.37000       3.89000       299.000      -1.60000       0.00000        7.50000        31200.0
16-11-2009 07:00:00.000        0.970000      -4.90000       41.1000      -1.30000     -0.500000      -1.40000       3.16000       303.000      -1.40000     -0.200000        8.49000        35600.0
16-11-2009 08:00:00.000        0.970000      -4.90000       41.1000      -2.25000       1.86000       1.08000       3.53000       300.000     -0.400000       1.00000        8.70000        28700.0
16-11-2009 09:00:00.000        0.970000      -4.90000       41.2000      -1.61000       3.66000      0.170000       4.25000       298.000     -0.400000       2.30000        7.51000        26600.0
16-11-2009 10:00:00.000        0.970000      -4.90000       41.2000      -1.54000       1.88000       1.61000       3.70000       297.000      0.100000      0.200000        8.39000        28900.0
16-11-2009 11:00:00.000        0.970000      -4.90000       41.3000      0.560000       1.63000     -0.560000       1.97000       304.000      -1.00000     -0.600000        16.2000        29300.0
16-11-2009 12:00:00.000        0.970000      -5.00000       41.3000       1.44000      0.920000      -1.54000       2.46000       307.000      -1.40000     -0.600000        16.2000        27400.0
16-11-2009 13:00:00.000        0.970000      -5.00000       41.3000       2.18000      0.150000      -1.92000       2.92000       307.000      -1.10000     -0.200000        14.7000        26800.0
16-11-2009 14:00:00.000        0.970000      -5.00000       41.4000       2.16000    -0.0400000      -1.71000       2.80000       303.000      -1.10000       0.00000        15.1000        24400.0
16-11-2009 15:00:00.000        0.970000      -5.00000       41.4000       1.40000     -0.180000     -0.910000       3.40000       302.000      -1.50000      0.600000        10.5000        29900.0
16-11-2009 16:00:00.000        0.970000      -5.00000       41.5000     -0.430000      0.350000       1.25000       2.49000       300.000     -0.300000       1.40000        11.6000        31700.0
16-11-2009 17:00:00.000        0.970000      -5.00000       41.5000       1.94000     -0.410000     -0.420000       2.37000       311.000      -1.10000      0.500000        12.3000        27200.0
16-11-2009 18:00:00.000        0.970000      -5.00000       41.5000     -0.750000     -0.370000      0.640000       2.09000       296.000     -0.800000      0.400000        10.1000        24100.0
16-11-2009 19:00:00.000        0.970000      -5.00000       41.6000      -1.64000      0.350000      0.850000       2.62000       296.000     -0.900000      0.300000        9.25000        25200.0
16-11-2009 20:00:00.000        0.970000      -5.00000       41.6000     -0.750000     0.0200000      0.550000       1.90000       300.000     -0.700000     -0.100000        10.7000        26400.0
16-11-2009 21:00:00.000        0.970000      -5.00000       41.7000     -0.380000     -0.190000      0.320000       1.00000       303.000     -0.600000      0.100000        11.8000        25100.0
16-11-2009 22:00:00.000        0.970000      -5.00000       41.7000       1.85000      -1.05000     -0.510000       2.20000       317.000      -1.10000      -1.40000        10.7000        24000.0
16-11-2009 23:00:00.000        0.970000      -5.00000       41.8000       1.00000     -0.550000     -0.450000       1.43000       314.000     -0.700000      -1.10000        10.4000        23100.0
17-11-2009 00:00:00.000        0.970000      -5.00000       41.8000     -0.880000      0.450000    -0.0100000       1.03000       309.000     -0.400000     -0.600000        9.64000        20500.0
17-11-2009 01:00:00.000        0.970000      -5.00000       41.8000      0.160000      0.640000     0.0700000       1.52000       309.000     -0.500000     -0.400000        10.2000        19000.0
17-11-2009 02:00:00.000        0.970000      -5.00000       41.9000     -0.250000     -0.270000     -0.250000       1.04000       306.000     -0.600000      0.100000        11.3000        18700.0
17-11-2009 03:00:00.000        0.970000      -5.00000       41.9000      -1.30000     -0.780000      -1.12000       1.93000       305.000     -0.400000       0.00000        11.6000        18800.0
17-11-2009 04:00:00.000        0.970000      -5.00000       42.0000      0.690000     -0.120000      -1.24000       1.65000       305.000     -0.300000      0.500000        12.2000        17400.0
17-11-2009 05:00:00.000        0.970000      -5.00000       42.0000       1.16000     -0.210000     -0.940000       1.65000       306.000       0.00000      0.700000        11.3000        17700.0
17-11-2009 06:00:00.000        0.970000      -5.00000       42.1000       1.77000     -0.240000     -0.920000       2.27000       306.000      0.200000      0.700000        9.96000        18200.0
17-11-2009 07:00:00.000        0.970000      -5.00000       42.1000       2.98000     -0.380000      -1.17000       3.30000       313.000     -0.800000       1.10000        4.89000        31500.0
17-11-2009 08:00:00.000        0.970000      -5.00000       42.2000       2.68000      0.290000      -1.59000       3.18000       305.000     -0.500000       2.30000        5.78000        24100.0
17-11-2009 09:00:00.000        0.970000      -5.00000       42.2000       3.18000     -0.580000     -0.930000       3.38000       304.000     -0.700000       2.30000        4.71000        27200.0
17-11-2009 10:00:00.000        0.970000      -5.00000       42.3000       2.41000      -1.17000      0.180000       2.77000       305.000     -0.700000       2.00000        5.38000        28500.0
17-11-2009 11:00:00.000        0.970000      -5.00000       42.3000       1.76000      -1.70000    -0.0500000       2.68000       304.000     -0.700000       2.00000        6.05000        26100.0
17-11-2009 12:00:00.000        0.970000      -5.00000       42.4000      0.730000      -2.37000      0.410000       2.66000       304.000      -1.10000       1.50000        6.47000        24400.0
17-11-2009 13:00:00.000        0.970000      -5.10000       42.4000     -0.600000      -1.68000      0.900000       2.01000       293.000     -0.600000       2.40000        7.13000        18400.0
17-11-2009 14:00:00.000        0.970000      -5.10000       42.4000     -0.490000      -1.13000       1.12000       1.72000       289.000     -0.700000       2.50000        6.08000        14500.0
17-11-2009 15:00:00.000        0.970000      -5.10000       42.5000     -0.210000      -1.12000      0.370000       1.35000       289.000     -0.600000       3.10000        6.51000        13600.0
17-11-2009 16:00:00.000        0.970000      -5.10000       42.5000     0.0700000      -1.15000    -0.0500000       1.29000       293.000     -0.200000       2.50000        7.30000        16300.0
17-11-2009 17:00:00.000        0.970000      -5.10000       42.6000      0.300000      -1.43000      0.340000       1.67000       301.000      0.600000       3.70000        12.2000        20700.0
17-11-2009 18:00:00.000        0.970000      -5.10000       42.6000      -1.50000       1.71000      -1.07000       2.74000       295.000      0.200000       5.20000        9.68000        17500.0
17-11-2009 19:00:00.000        0.970000      -5.10000       42.7000      -1.12000       2.51000     -0.390000       2.85000       298.000      0.400000       5.20000        11.9000        20700.0
17-11-2009 20:00:00.000        0.970000      -5.10000       42.7000     -0.860000       2.34000     -0.210000       2.67000       298.000      0.600000       5.00000        12.9000        19900.0
17-11-2009 21:00:00.000        0.970000      -5.10000       42.8000      0.320000       1.01000     -0.960000       2.63000       306.000       1.00000       3.60000        16.6000        22100.0
17-11-2009 22:00:00.000        0.970000      -5.10000       42.8000     -0.110000      -3.05000       2.58000       5.37000       324.000      0.600000       2.20000        10.7000        46300.0
17-11-2009 23:00:00.000        0.970000      -5.10000       42.9000       2.97000      -2.30000      -1.27000       5.78000       331.000       0.00000       2.10000        9.25000        63700.0
18-11-2009 00:00:00.000        0.970000      -5.10000       42.9000       2.96000      -2.11000      -1.22000       4.94000       332.000     -0.200000       1.80000        11.5000        94200.0
18-11-2009 01:00:00.000        0.970000      -5.10000       42.9000       4.60000      0.460000      -4.14000       6.41000       341.000     -0.400000       1.70000        9.97000        64000.0
18-11-2009 02:00:00.000        0.970000      -5.10000       43.0000      0.110000      -4.26000      0.280000       6.89000       359.000      -1.30000       1.40000        13.0000        61300.0
18-11-2009 03:00:00.000        0.970000      -5.10000       43.0000      0.630000      -5.66000      0.970000       7.44000       362.000     -0.100000       1.00000        13.9000        67000.0
18-11-2009 04:00:00.000        0.970000      -5.10000       43.1000     -0.380000     -0.900000       1.05000       6.81000       389.000     -0.400000      -2.20000        9.72000        125000.
18-11-2009 05:00:00.000        0.970000      -5.10000       43.1000     -0.400000      -5.07000       1.09000       5.96000       406.000      -1.50000      -3.50000        7.29000        132000.
18-11-2009 06:00:00.000        0.970000      -5.10000       43.2000       3.89000      -1.60000     -0.560000       4.80000       412.000     -0.900000      -3.60000        6.31000        112000.
18-11-2009 07:00:00.000        0.970000      -5.10000       43.2000       3.35000     -0.140000     -0.950000       3.64000       429.000     -0.800000      -4.30000        4.29000        107000.
18-11-2009 08:00:00.000        0.970000      -5.10000       43.2000       1.73000      -1.15000     -0.580000       2.66000       437.000     -0.800000      -4.70000        3.81000        107000.
18-11-2009 09:00:00.000        0.970000      -5.10000       43.3000       2.30000     -0.690000      -1.38000       2.92000       426.000      -1.40000      -4.80000        3.53000        84500.0
18-11-2009 10:00:00.000        0.970000      -5.10000       43.3000       2.51000      -1.01000     -0.830000       3.12000       423.000     -0.800000      -4.30000        3.22000        74700.0
18-11-2009 11:00:00.000        0.970000      -5.10000       43.4000       2.93000     -0.440000      0.250000       3.10000       423.000      0.400000      -4.70000        2.75000        63700.0
18-11-2009 12:00:00.000        0.970000      -5.10000       43.4000       2.60000     0.0800000      -1.17000       3.06000       417.000     -0.500000      -4.60000        2.55000        63500.0
18-11-2009 13:00:00.000        0.970000      -5.20000       43.4000       2.79000      0.280000      -1.32000       3.15000       413.000      -1.00000      -4.30000        2.41000        52500.0
18-11-2009 14:00:00.000        0.970000      -5.20000       43.5000       3.24000     0.0900000     -0.760000       3.37000       409.000     -0.600000      -3.60000        2.11000        43700.0
18-11-2009 15:00:00.000        0.970000      -5.20000       43.5000       3.05000     -0.490000     -0.410000       3.13000       408.000     -0.500000      -3.00000        2.10000        42000.0
18-11-2009 16:00:00.000        0.970000      -5.20000       43.6000       2.95000      -1.05000     -0.220000       3.15000       405.000     -0.600000      -3.20000        2.14000        47600.0
18-11-2009 17:00:00.000        0.970000      -5.20000       43.6000       2.64000      -1.44000     -0.370000       3.09000       401.000     -0.700000      -4.40000        2.07000        55200.0
18-11-2009 18:00:00.000        0.970000      -5.20000       43.7000       2.06000      -2.02000      -1.19000       3.19000       405.000     -0.400000      -6.40000        1.74000        77700.0
18-11-2009 19:00:00.000        0.970000      -5.20000       43.7000      0.500000      -2.02000      -2.04000       3.28000       386.000     -0.100000      -3.70000        2.23000        73400.0
18-11-2009 20:00:00.000        0.970000      -5.20000       43.7000       1.62000      -1.54000      -1.88000       3.04000       376.000     -0.300000      -4.80000        1.91000        74000.0
18-11-2009 21:00:00.000        0.970000      -5.20000       43.8000       1.86000     -0.910000     -0.520000       2.34000       381.000     -0.500000      -5.70000        2.69000        98700.0
18-11-2009 22:00:00.000        0.970000      -5.20000       43.8000       1.72000      -2.09000      0.570000       2.81000       374.000     -0.400000      -6.40000        2.24000        64300.0
18-11-2009 23:00:00.000        0.970000      -5.20000       43.9000       1.18000      -2.24000      0.610000       2.67000       369.000     -0.800000      -6.10000        2.28000        56400.0
19-11-2009 00:00:00.000        0.970000      -5.20000       43.9000      0.950000      -2.31000     0.0700000       2.66000       362.000      -1.80000      -5.10000        2.33000        51700.0
19-11-2009 01:00:00.000        0.970000      -5.20000       43.9000       2.15000      -2.42000     -0.750000       3.33000       360.000      -2.70000      -4.10000        1.96000        50800.0
19-11-2009 02:00:00.000        0.970000      -5.20000       44.0000      0.910000      -2.68000     -0.600000       2.94000       350.000      -1.80000      -2.30000        2.67000        34800.0
19-11-2009 03:00:00.000        0.970000      -5.20000       44.0000       1.13000      -1.65000      0.320000       2.16000       353.000     -0.900000      -4.30000        3.80000        27800.0
19-11-2009 04:00:00.000        0.970000      -5.20000       44.1000       1.42000      -1.67000      0.100000       2.24000       350.000     -0.800000      -2.50000        3.42000        33500.0
19-11-2009 05:00:00.000        0.970000      -5.20000       44.1000      0.960000      -1.97000      0.410000       2.47000       344.000      -1.10000     -0.400000        4.21000        37800.0
19-11-2009 06:00:00.000        0.970000      -5.20000       44.2000       1.10000      -1.38000      0.600000       2.35000       341.000     -0.900000      0.500000        4.91000        36200.0
19-11-2009 07:00:00.000        0.970000      -5.20000       44.2000       1.06000     -0.840000     -0.940000       2.29000       341.000     -0.900000      0.600000        5.03000        40700.0
19-11-2009 08:00:00.000        0.970000      -5.20000       44.2000      -1.41000      -1.13000      0.840000       2.27000       342.000      -1.10000      0.400000        4.75000        46100.0
19-11-2009 09:00:00.000        0.970000      -5.20000       44.3000      -1.11000      -2.10000      0.880000       2.67000       341.000     -0.600000       1.30000        4.99000        41900.0
19-11-2009 10:00:00.000        0.970000      -5.20000       44.3000     0.0100000      -1.52000      0.130000       2.17000       332.000     -0.500000       1.40000        5.30000        45300.0
19-11-2009 11:00:00.000        0.970000      -5.20000       44.4000       2.05000      0.550000     -0.420000       2.27000       320.000     -0.700000     -0.100000        4.68000        48600.0
19-11-2009 12:00:00.000        0.970000      -5.30000       44.4000       1.89000     -0.880000      0.190000       2.15000       318.000     -0.600000       2.10000        4.96000        47700.0
19-11-2009 13:00:00.000        0.970000      -5.30000       44.4000      0.960000      -2.13000     -0.490000       2.47000       319.000      0.100000       2.60000        4.63000        37400.0
