               ************************************
               *****    GLOBAL ATTRIBUTES    ******
               ************************************

     PROJECT                  STP>Solar Terrestrial Probes
     SOURCE_NAME              sta>Solar Terrestrial Relations Observatory Ahead of the Sun-Earth Line
     DISCIPLINE               Solar Physics>Heliospheric Physics
     DATA_TYPE                COHO1HR>1 Hour Time Resolution from cohoweb
     DESCRIPTOR               MAG_PLASMA>Merged Trajectory, Magnetic Field, and Plasma
     DATA_VERSION             1
     TEXT                     The Solar-Terrestrial Relations Observatory (STEREO) mission includes two spacecraft                   
     TEXT                      respectively lagging (STEREO A) and leading (STEREO B) the Earth in heliocentric                      
     TEXT                      orbit around the Sun for remote 3-D imaging and radio observations of coronal                         
     TEXT                      mass ejections (CMEs).  These events are responsible for large solar energetic                        
     TEXT                      particle events in interplanetary space and are the primary cause of major                            
     TEXT                      geomagnetic storms at Earth. The two spacecraft are launched to drift slowly                          
     TEXT                      away from the Earth in opposite directions at about 10 degrees per year for                           
     TEXT                      the lagging spacecraft and 20 degrees per year for the leading one. Optimal                           
     TEXT                      longitudinal separation of about sixty degrees is achieved after two years.                           
     TEXT                      Afterwards the separation gradually increases beyond the design lifetime of                           
     TEXT                      two years with the possibility of extended mission observations at larger angles.                     
     TEXT                      Science instruments selected for STEREO include the Sun Earth Connection Coronal                      
     TEXT                      and Heliospheric Investigation (SECCHI) for extreme ultraviolet (EUV), white-light                    
     TEXT                      coronographic, and heliospheric imaging, the STEREO/WAVES (SWAVES) interplanetary                     
     TEXT                      radio burst tracker, the In situ Measurements of Particles and CME Transients                         
     TEXT                      (IMPACT) investigation for in-situ sampling the 3-D distribution and plasma                           
     TEXT                      characteristics of solar energetic particles and the interplanetary magnetic                          
     TEXT                      field, and the PLAsma and SupraThermal Ion and Composition (PLASTIC) experiment                       
     TEXT                      to measure elemental and charge composition of ambient and CME plasma ions.                           
     TEXT                      STEREO data recorded and stored onboard each spacecraft will be downlinked                            
     TEXT                      through the NASA Deep Space Network on a daily schedule. Real-time space weather                      
     TEXT                      data will be continuously transmitted through a separate beacon system to NASA                        
                               and non-NASA receiving stations.                                                                      
                              About STEREO data in COHOWEB STEREO-A and -B data are from the magnetometer                            
                               of the IMPACT package and from the PLASTIC plasma detector.  Principal Investigators                  
                               for these packages are Janet Luhmann (UCB) and Antoinette Galvin (UNH), respectively.                 
                                Magnetic field  data were obtained as 10-min averages from the UCLA web site                         
                               at http://aten.igpp.ucla.edu/forms/stereo/ascii_PLASTIC_10m_new.html, courtesy                        
                               of C.T. Russell.  COHOWeb's magnetic field hourly averages were created at                            
                               GSFC/SPDF by averaging over the six 10-min averages falling within each hour.                         
                                Hourly plasma parameter data, including plasma flow direction angles for STEREO-A                    
                               but not yet for STEREO B (as of 7/11/2010), were obtained from UNH via http://fiji.sr.unh.edu/1dmax_as
     NSSDC_ID                 2006-047A
     LOGICAL_FILE_ID          sta_coho1hr_merged_mag_plasma_00000000_v01
     LOGICAL_SOURCE           sta_coho1hr_merged_mag_plasma
     LOGICAL_SOURCE_DESCR     Merged hourly magnetic field, plasma and ephermis data
     PI_NAME                  Natasha Papitashvili
     PI_AFFILIATION           NASA/GSFC
     MISSION_GROUP            STEREO
     INSTRUMENT_TYPE          Magnetic Fields (space)
                              Plasma and Solar Wind
                              Ephemeris
     TIME_RESOLUTION          1 hour
     LINK_TEXT                COHO dataset
                              Additional analysis tools for these data from the
     LINK_TITLE               Documentation
                              COHOWeb service
     HTTP_LINK                http://cohoweb.gsfc.nasa.gov/html/cw_data.html
                              http://cohoweb.gsfc.nasa.gov

               ************************************
               ****  RECORD VARYING VARIABLES  ****
               ************************************

 1. Time, beginning of interval
 2. Radial Distance
 3. HelioGraphic Inertial (HGI) latitude of the spacecraft position at the start of data interval
 4. HelioGraphic Inertial (HGI) longitude of the spacecraft position at the start of data interval
 5. IMF BR in RTN (Radial-Tangential-Normal) coordinate system
 6. IMF BT in RTN coordinate system
 7. IMF BN in RTN coordinate system
 8. B scalar
 9. SW plasma speed
10. SW lat angle in RTN coordinate system
11. SW lon angle in RTN coordinate system
12. SW plasma density
13. SW plasma Temperature

EPOCH                   RADIAL_DISTANCE       HGI_LAT      HGI_LONG      BR_(RTN)      BT_(RTN)      BN_(RTN)             B  PLASMA_SPEED  SW_LAT_(RTN)  SW_LON_(RTN) SW_PLASMA_DENS SW_PLASMA_TEMP
dd-mm-yyyy_hh:mm:ss.ms               AU           deg           deg            nT            nT            nT            nT          km/s           deg           deg          N/cm3          deg_K
05-06-2007 04:00:00.000        0.960000      0.800000       185.500       4.95000      -3.64000     -0.110000       6.16000       469.000      -4.40000      -3.20000        3.31000        65900.0
05-06-2007 05:00:00.000        0.960000      0.800000       185.500       5.22000      -4.11000     -0.270000       6.70000       447.000      -4.10000      -1.80000        3.86000        65600.0
05-06-2007 06:00:00.000        0.960000      0.800000       185.600       4.58000      -3.67000     -0.240000       5.92000       438.000      -3.90000      -3.30000        4.64000        54300.0
05-06-2007 07:00:00.000        0.960000      0.800000       185.600       3.92000      -2.72000      0.190000       4.80000       422.000      -3.10000      -2.30000        5.76000        54500.0
05-06-2007 08:00:00.000        0.960000      0.800000       185.600       3.62000      -2.05000      0.250000       4.21000       421.000      -2.90000      -2.00000        4.76000        45300.0
05-06-2007 09:00:00.000        0.960000      0.800000       185.700       4.24000      -1.47000     -0.290000       4.52000       418.000      -2.60000      -1.30000        4.26000        41300.0
05-06-2007 10:00:00.000        0.960000      0.800000       185.700       4.50000     -0.980000     -0.960000       4.71000       414.000      -2.80000      -1.50000        4.25000        38100.0
05-06-2007 11:00:00.000        0.960000      0.800000       185.800       2.88000      -1.03000     -0.950000       3.56000       401.000      -2.40000     -0.800000        4.89000        66000.0
05-06-2007 12:00:00.000        0.960000      0.800000       185.800      -1.11000      -2.85000      0.570000       3.50000       396.000      -2.90000      0.300000        3.98000        51100.0
05-06-2007 13:00:00.000        0.960000      0.900000       185.800     -0.980000      -3.56000       1.42000       4.14000       397.000      -3.30000      -1.30000        3.66000        46200.0
05-06-2007 14:00:00.000        0.960000      0.900000       185.900       1.24000      -2.75000       1.78000       3.65000       393.000      -3.20000      -3.10000        4.19000        50800.0
05-06-2007 15:00:00.000        0.960000      0.900000       185.900       2.67000     -0.170000       1.23000       3.12000       393.000      -3.90000      -3.60000        4.45000        67000.0
05-06-2007 16:00:00.000        0.960000      0.900000       186.000       2.44000       1.54000      0.260000       2.99000       396.000      -3.80000      -2.40000        4.22000        50600.0
05-06-2007 17:00:00.000        0.960000      0.900000       186.000       1.70000      0.310000       1.18000       2.39000       391.000      -4.10000      -3.30000        4.84000        50500.0
05-06-2007 18:00:00.000        0.960000      0.900000       186.100     -0.410000      -1.43000      0.190000       1.77000       379.000      -4.40000      -2.60000        6.07000        37400.0
05-06-2007 19:00:00.000        0.960000      0.900000       186.100    -0.0300000      -1.38000       1.13000       2.03000       380.000      -3.50000      -2.80000        5.90000        41500.0
05-06-2007 20:00:00.000        0.960000      0.900000       186.100      0.720000     -0.540000      0.840000       1.80000       380.000      -3.30000      -3.10000        6.38000        36300.0
05-06-2007 21:00:00.000        0.960000      0.900000       186.200       1.05000      0.310000      0.610000       1.61000       379.000      -3.70000      -3.20000        7.39000        34800.0
05-06-2007 22:00:00.000        0.960000      0.900000       186.200     0.0700000      0.730000     -0.160000       1.92000       363.000      -4.00000     -0.500000        5.36000        26700.0
05-06-2007 23:00:00.000        0.960000      0.900000       186.300      0.480000      -1.12000     -0.450000       2.33000       361.000      -2.30000     -0.900000        6.41000        22000.0
06-06-2007 00:00:00.000        0.960000      0.900000       186.300       2.11000      0.470000     -0.840000       2.69000       373.000      -2.90000      -2.60000        7.12000        32600.0
06-06-2007 01:00:00.000        0.960000      0.900000       186.300       1.63000     -0.710000     -0.610000       3.27000       381.000      -2.90000      -2.90000        4.55000        41400.0
06-06-2007 02:00:00.000        0.960000      0.900000       186.400       3.12000     -0.420000      -1.59000       3.56000       376.000      -2.70000      -3.70000        4.43000        39400.0
06-06-2007 03:00:00.000        0.960000      0.900000       186.400       2.57000     -0.660000      -1.34000       3.35000       372.000      -2.50000      -3.10000        4.69000        40500.0
06-06-2007 04:00:00.000        0.960000      0.900000       186.500      -1.25000      -2.27000     -0.710000       2.91000       374.000      -1.30000     -0.300000        5.24000        39200.0
06-06-2007 05:00:00.000        0.960000      0.900000       186.500      -1.59000      -1.53000     0.0500000       2.23000       380.000      -1.40000     -0.700000        5.19000        39900.0
06-06-2007 06:00:00.000        0.960000      0.900000       186.600    -0.0500000      -1.54000     -0.180000       1.86000       372.000      -1.30000     -0.600000        5.51000        46100.0
06-06-2007 07:00:00.000        0.960000      0.900000       186.600     -0.940000      -1.15000      0.510000       1.61000       376.000      -1.50000      -1.50000        5.57000        45400.0
06-06-2007 08:00:00.000        0.960000      0.900000       186.700     -0.690000      -1.92000      0.650000       2.51000       372.000      -1.40000      -1.40000        5.52000        38900.0
06-06-2007 09:00:00.000        0.960000      0.900000       186.700      -1.98000     -0.280000       1.82000       2.80000       381.000      -2.10000      -1.90000        5.26000        37200.0
06-06-2007 10:00:00.000        0.960000      0.900000       186.800      -1.67000      -1.72000       1.04000       2.68000       377.000      -1.60000      -1.30000        5.83000        33800.0
06-06-2007 11:00:00.000        0.960000      0.900000       186.800      -1.81000      -1.76000       1.56000       3.00000       375.000      -1.60000      -1.10000        5.51000        37200.0
06-06-2007 12:00:00.000        0.960000      0.900000       186.800      -1.31000     -0.480000       2.41000       2.98000       373.000      -2.50000      -2.00000        5.67000        40800.0
06-06-2007 13:00:00.000        0.960000       1.00000       186.900       1.12000      0.760000      0.940000       2.31000       359.000      -2.00000      -2.50000        6.48000        33000.0
06-06-2007 14:00:00.000        0.960000       1.00000       186.900       1.55000     -0.960000      0.820000       2.32000       356.000      -2.00000      -2.00000        6.64000        31600.0
06-06-2007 15:00:00.000        0.960000       1.00000       187.000      0.370000     -0.570000       2.05000       2.66000       354.000      -1.80000      -2.90000        5.92000        23500.0
06-06-2007 16:00:00.000        0.960000       1.00000       187.000      0.330000      -1.55000       3.51000       3.88000       352.000      -1.20000      -3.40000        4.88000        19900.0
06-06-2007 17:00:00.000        0.960000       1.00000       187.100      0.610000      -2.30000       3.69000       4.54000       349.000      -1.30000      -3.40000        4.91000        20600.0
06-06-2007 18:00:00.000        0.960000       1.00000       187.100       1.45000      -3.62000     -0.350000       4.13000       345.000      -1.50000      -1.10000        5.26000        25100.0
06-06-2007 19:00:00.000        0.960000       1.00000       187.200       1.20000      -2.27000     0.0600000       2.74000       348.000      -1.80000      -3.20000        6.48000        26800.0
06-06-2007 20:00:00.000        0.960000       1.00000       187.200       1.74000      -1.73000     -0.240000       2.69000       344.000      -1.00000      -1.80000        6.79000        26800.0
06-06-2007 21:00:00.000        0.960000       1.00000       187.300       1.51000      -2.40000     -0.820000       3.03000       344.000      -1.20000      -2.20000        6.08000        25300.0
06-06-2007 22:00:00.000        0.960000       1.00000       187.300       2.90000      -1.58000      -2.09000       3.96000       345.000      -1.80000      -2.90000        5.42000        24700.0
06-06-2007 23:00:00.000        0.960000       1.00000       187.400       1.92000     -0.490000      -2.17000       3.56000       343.000      -1.60000      -2.50000        6.59000        25300.0
07-06-2007 00:00:00.000        0.960000       1.00000       187.400       1.29000      -1.49000      -1.13000       2.96000       341.000      -1.50000      -1.70000        7.74000        29300.0
07-06-2007 01:00:00.000        0.960000       1.00000       187.400       1.89000     -0.510000      -1.96000       2.87000       338.000      -1.20000      -1.70000        8.32000        35500.0
07-06-2007 02:00:00.000        0.960000       1.00000       187.500       2.30000      0.520000     -0.650000       2.66000       331.000      -1.70000      -2.50000        7.34000        59200.0
07-06-2007 03:00:00.000        0.960000       1.00000       187.500       1.21000      -1.48000      0.170000       2.22000       334.000      -1.30000       0.00000        7.67000        51200.0
07-06-2007 04:00:00.000        0.960000       1.00000       187.600       1.31000      -2.11000     -0.200000       2.76000       333.000      -1.20000      0.500000        7.31000        46900.0
07-06-2007 05:00:00.000        0.960000       1.00000       187.600      0.780000      -2.85000      0.280000       3.07000       336.000      -1.40000       1.10000        7.27000        42400.0
07-06-2007 06:00:00.000        0.960000       1.10000       187.600       1.23000      -2.57000      0.430000       3.07000       331.000      -1.70000       1.00000        7.66000        45300.0
07-06-2007 07:00:00.000        0.960000       1.10000       187.700      0.370000      -2.60000      0.310000       2.94000       327.000      -1.70000      0.700000        7.89000        45300.0
07-06-2007 08:00:00.000        0.960000       1.10000       187.700       1.04000      -2.64000      0.380000       3.02000       321.000      -1.50000       1.10000        7.37000        44400.0
07-06-2007 09:00:00.000        0.960000       1.10000       187.800       1.44000      -2.11000     -0.820000       3.03000       317.000     -0.600000      0.300000        7.15000        39100.0
07-06-2007 10:00:00.000        0.960000       1.10000       187.800    -0.0500000      -2.79000      0.410000       3.04000       325.000      -1.80000     -0.300000        7.36000        29100.0
07-06-2007 11:00:00.000        0.960000       1.10000       187.900     -0.300000      -2.24000      -1.78000       3.12000       323.000     -0.900000      -1.10000        6.80000        23400.0
07-06-2007 12:00:00.000        0.960000       1.10000       187.900     -0.640000      -2.62000     -0.600000       2.87000       324.000      -1.30000      0.300000        7.40000        22800.0
07-06-2007 13:00:00.000        0.960000       1.10000       187.900      0.740000      -2.51000      -1.83000       3.32000       314.000     -0.700000      0.500000        7.48000        21600.0
07-06-2007 14:00:00.000        0.960000       1.10000       188.000      0.740000      -2.01000      -1.37000       3.16000       318.000      -1.30000      0.700000        8.16000        27200.0
07-06-2007 15:00:00.000        0.960000       1.10000       188.000       1.36000      -2.06000      -2.31000       3.54000       321.000      -1.40000      0.300000        6.44000        40400.0
07-06-2007 16:00:00.000        0.960000       1.10000       188.100      0.260000      -1.65000      -1.33000       2.37000       327.000      -1.70000     -0.100000        8.26000        41400.0
07-06-2007 17:00:00.000        0.960000       1.10000       188.100      0.100000      -1.59000      -1.45000       2.35000       317.000      -1.30000       0.00000        8.53000        37200.0
07-06-2007 18:00:00.000        0.960000       1.20000       188.100      0.540000      -1.96000      -1.30000       2.58000       326.000      -1.60000      0.500000        8.25000        38200.0
07-06-2007 19:00:00.000        0.960000       1.20000       188.200       1.38000      -1.95000      -1.90000       3.09000       321.000      -1.50000      0.800000        8.19000        41900.0
07-06-2007 20:00:00.000        0.960000       1.20000       188.200       2.00000      -1.03000      -2.08000       3.12000       318.000      -1.20000      0.800000        8.79000        42100.0
07-06-2007 21:00:00.000        0.960000       1.20000       188.300       1.04000      -1.05000      -1.68000       2.85000       316.000     -0.700000       2.30000        10.2000        42000.0
07-06-2007 22:00:00.000        0.960000       1.20000       188.300      0.710000      -2.34000      -1.15000       2.81000       318.000     -0.700000       3.20000        11.4000        45500.0
07-06-2007 23:00:00.000        0.960000       1.20000       188.400      0.560000      -1.97000      -1.81000       2.98000       322.000     -0.500000       4.20000        12.9000        48000.0
08-06-2007 00:00:00.000        0.960000       1.20000       188.400     -0.690000      -3.05000      0.440000       3.71000       324.000     -0.700000       5.20000        12.7000        44100.0
08-06-2007 01:00:00.000        0.960000       1.20000       188.400       1.33000      -3.48000      -1.41000       4.61000       319.000     -0.300000       5.00000        10.5000        37900.0
08-06-2007 02:00:00.000        0.960000       1.20000       188.500      0.690000      -2.51000     -0.860000       4.49000       325.000     -0.200000       4.50000        11.7000        28200.0
08-06-2007 03:00:00.000        0.960000       1.20000       188.500       3.07000      -2.66000      -1.48000       4.49000       319.000      0.300000       5.40000        14.0000        24300.0
08-06-2007 04:00:00.000        0.960000       1.20000       188.600       2.50000      -3.07000       1.81000       4.59000       319.000      0.300000       5.80000        16.4000        25500.0
08-06-2007 05:00:00.000        0.960000       1.20000       188.600      -1.29000       1.50000      0.150000       4.63000       321.000      0.600000       5.50000        16.3000        31400.0
08-06-2007 06:00:00.000        0.960000       1.20000       188.700      -2.71000       1.66000       4.62000       6.05000       331.000      0.900000       4.30000        16.3000        31600.0
08-06-2007 07:00:00.000        0.960000       1.20000       188.700      -3.69000       3.15000       3.73000       6.60000       334.000      0.300000       4.10000        19.4000        36200.0
08-06-2007 08:00:00.000        0.960000       1.20000       188.800      -1.21000       4.69000       1.29000       5.52000       346.000     -0.600000       3.60000        24.5000        43000.0
08-06-2007 09:00:00.000        0.960000       1.20000       188.800     -0.730000       2.53000       4.48000       8.29000       351.000     -0.900000      -1.20000        12.4000        27000.0
08-06-2007 10:00:00.000        0.960000       1.20000       188.900      -1.22000       3.98000       9.28000       10.4400       360.000     -0.600000      -5.10000        6.06000        28700.0
08-06-2007 11:00:00.000        0.960000       1.20000       188.900    -0.0500000       5.48000     -0.670000       6.49000       372.000      -4.20000      -3.70000        8.96000        142000.
08-06-2007 12:00:00.000        0.960000       1.30000       188.900      -1.99000       1.80000       2.23000       4.71000       371.000      -3.50000      -4.60000        9.80000        163000.
08-06-2007 13:00:00.000        0.960000       1.30000       189.000      0.750000       3.09000      -2.17000       5.20000       383.000      -5.30000      -3.60000        7.95000        173000.
08-06-2007 14:00:00.000        0.960000       1.30000       189.000     -0.350000       3.68000      -1.09000       4.42000       385.000      -6.20000      -2.20000        8.00000        163000.
08-06-2007 15:00:00.000        0.960000       1.30000       189.100      -2.02000       2.47000      0.950000       4.59000       379.000      -5.30000      -2.70000        7.96000        151000.
08-06-2007 16:00:00.000        0.960000       1.30000       189.100     -0.700000       3.80000      0.130000       5.15000       374.000      -5.50000      -1.60000        7.24000        111000.
08-06-2007 17:00:00.000        0.960000       1.30000       189.200      -3.83000       2.09000       1.62000       4.99000       364.000      -4.50000      -2.20000        7.96000        103000.
08-06-2007 18:00:00.000        0.960000       1.30000       189.200      -3.60000       2.64000      0.310000       5.13000       365.000      -4.70000      0.200000        7.51000        84600.0
08-06-2007 19:00:00.000        0.960000       1.30000       189.300      -2.09000       5.08000      0.290000       5.57000       373.000      -3.90000       1.50000        6.53000        80400.0
08-06-2007 20:00:00.000        0.960000       1.30000       189.300      -3.48000       3.65000      0.690000       5.37000       370.000      -3.00000      0.700000        6.12000        78800.0
08-06-2007 21:00:00.000        0.960000       1.30000       189.400      -3.52000       3.63000      0.340000       5.28000       371.000      -2.90000       1.20000        5.96000        79600.0
08-06-2007 22:00:00.000        0.960000       1.30000       189.400      -4.90000       2.27000      0.700000       5.51000       365.000      -2.80000     -0.600000        5.29000        62100.0
08-06-2007 23:00:00.000        0.960000       1.30000       189.500      -4.25000       2.59000       1.53000       5.41000       367.000      -2.00000      0.700000        4.71000        59500.0
09-06-2007 00:00:00.000        0.960000       1.30000       189.500      -4.00000       3.14000      0.970000       5.36000       354.000      -2.00000      0.700000        3.77000        41100.0
09-06-2007 01:00:00.000        0.960000       1.30000       189.500      -4.99000       2.42000      0.360000       5.61000       346.000      -2.20000      0.400000        3.75000        53400.0
09-06-2007 02:00:00.000        0.960000       1.30000       189.600      -4.61000       1.87000       1.92000       5.48000       348.000     -0.900000      0.400000        3.24000        54500.0
09-06-2007 03:00:00.000        0.960000       1.30000       189.600      -3.43000       3.37000       1.73000       5.20000       350.000     -0.800000       2.00000        2.47000        49800.0
09-06-2007 04:00:00.000        0.960000       1.30000       189.700      -3.42000       3.39000       1.54000       5.07000       365.000      -1.10000     -0.400000        1.36000        87600.0
09-06-2007 05:00:00.000        0.960000       1.30000       189.700      -3.38000       3.19000       1.35000       4.86000       356.000     -0.600000       1.00000        1.09000        71700.0
09-06-2007 06:00:00.000        0.960000       1.30000       189.800      -3.50000       2.90000       1.34000       4.74000       341.000     -0.200000       2.00000        1.14000        50300.0
09-06-2007 07:00:00.000        0.960000       1.30000       189.800      -3.38000       2.87000       1.19000       4.61000       342.000       0.00000       1.80000        1.09000        33900.0
09-06-2007 08:00:00.000        0.960000       1.30000       189.800      -3.19000       3.19000       1.11000       4.68000       340.000      0.400000       3.70000        1.51000        32900.0
09-06-2007 09:00:00.000        0.960000       1.30000       189.900      -3.46000       3.51000      0.600000       4.98000       337.000      0.100000       4.60000        2.96000        34200.0
09-06-2007 10:00:00.000        0.960000       1.30000       189.900      -3.93000       2.59000     -0.840000       4.86000       333.000       0.00000       4.90000        4.64000        29200.0
09-06-2007 11:00:00.000        0.960000       1.30000       190.000      -4.37000       2.97000      0.650000       5.36000       335.000     -0.100000       5.20000        5.21000        33300.0
09-06-2007 12:00:00.000        0.960000       1.30000       190.000      -4.08000       2.86000      0.320000       5.19000       334.000     -0.600000       5.30000        5.89000        32200.0
09-06-2007 13:00:00.000        0.960000       1.40000       190.000      -4.79000       4.12000      -1.42000       6.59000       338.000      -2.30000       6.00000        8.82000        32700.0
09-06-2007 14:00:00.000        0.960000       1.40000       190.100      -3.31000       6.81000       2.27000       8.09000       343.000      -1.80000       7.50000        9.61000        26400.0
09-06-2007 15:00:00.000        0.960000       1.40000       190.100      -4.22000       5.48000       1.81000       7.70000       353.000      -1.30000       6.90000        12.7000        38000.0
09-06-2007 16:00:00.000        0.960000       1.40000       190.200      -1.60000      -2.28000     -0.470000       5.35000       371.000      -2.20000       3.70000        16.0000        68300.0
09-06-2007 17:00:00.000        0.960000       1.40000       190.200      -3.30000      -1.77000      -3.37000       6.32000       365.000      -2.30000       4.50000        13.7000        58600.0
09-06-2007 18:00:00.000        0.960000       1.40000       190.300      -2.11000     -0.240000      -3.15000       6.60000       385.000      -1.70000       3.40000        13.7000        75900.0
09-06-2007 19:00:00.000        0.960000       1.40000       190.300      -3.92000     -0.240000      -4.25000       6.47000       410.000      -1.50000       1.10000        12.0000        70300.0
09-06-2007 20:00:00.000        0.960000       1.40000       190.300      -5.19000      0.220000      -2.49000       6.01000       408.000      -2.10000      -2.20000        12.1000        81200.0
09-06-2007 21:00:00.000        0.960000       1.40000       190.400      -4.60000       2.06000      -2.84000       6.13000       415.000      -2.20000      -3.10000        14.0000        100000.
09-06-2007 22:00:00.000        0.960000       1.40000       190.400      -5.49000      0.710000      -3.69000       6.90000       413.000      -2.20000      -4.50000        13.8000        103000.
09-06-2007 23:00:00.000        0.960000       1.40000       190.500       3.27000       2.97000       2.86000       6.15000       425.000     -0.900000      -4.20000        12.3000        112000.
10-06-2007 00:00:00.000        0.960000       1.40000       190.500       3.45000       3.98000      0.740000       5.79000       427.000      -1.80000      -5.50000        12.3000        132000.
10-06-2007 01:00:00.000        0.960000       1.40000       190.500       2.34000       3.72000      -1.39000       5.56000       422.000      -2.60000      -4.20000        12.8000        135000.
10-06-2007 02:00:00.000        0.960000       1.40000       190.600      -1.80000       7.14000      -2.83000       8.04000       404.000      -1.80000      -3.90000        9.57000        103000.
10-06-2007 03:00:00.000        0.960000       1.40000       190.600     -0.640000       5.85000      -1.02000       7.11000       418.000      0.600000      -4.90000        7.74000        142000.
10-06-2007 04:00:00.000        0.960000       1.40000       190.700      -1.96000       4.48000     -0.300000       6.74000       411.000      0.300000      -5.30000        6.89000        151000.
10-06-2007 05:00:00.000        0.960000       1.40000       190.700      -1.76000       5.20000      -1.66000       7.09000       408.000      0.100000      -2.10000        7.92000        147000.
10-06-2007 06:00:00.000        0.960000       1.40000       190.800      -2.81000       2.74000      -6.49000       7.98000       406.000     -0.700000      -3.20000        7.36000        145000.
10-06-2007 07:00:00.000        0.960000       1.50000       190.800      -1.88000       4.99000      -1.59000       7.57000       406.000      0.800000      -2.90000        6.55000        122000.
10-06-2007 08:00:00.000        0.960000       1.50000       190.900      -2.45000       6.66000      -1.22000       8.36000       414.000      0.100000      -1.70000        5.70000        108000.
10-06-2007 09:00:00.000        0.960000       1.50000       190.900      -4.51000       1.41000      -2.11000       5.79000       434.000       2.90000      -3.30000        5.74000        157000.
10-06-2007 10:00:00.000        0.960000       1.50000       191.000      -2.94000       3.36000      0.900000       4.82000       438.000       3.50000      -1.70000        5.08000        157000.
10-06-2007 11:00:00.000        0.960000       1.50000       191.000     -0.750000       3.32000       1.69000       4.23000       447.000       3.20000      -2.60000        4.76000        153000.
10-06-2007 12:00:00.000        0.960000       1.50000       191.100     -0.160000       5.50000      0.200000       5.82000       438.000      0.900000      0.700000        3.56000        112000.
10-06-2007 13:00:00.000        0.960000       1.50000       191.100     -0.130000       3.76000     -0.220000       3.96000       470.000     -0.900000       1.50000        1.98000        67000.0
10-06-2007 14:00:00.000        0.960000       1.50000       191.100      -1.19000       3.30000     -0.530000       3.64000       460.000      -1.30000      0.200000        2.40000        66300.0
10-06-2007 15:00:00.000        0.960000       1.50000       191.200      -1.18000       2.72000    -0.0400000       3.38000       451.000     -0.400000     -0.900000        2.49000        70800.0
10-06-2007 16:00:00.000        0.960000       1.50000       191.200      -1.26000       2.20000       1.74000       3.55000       446.000       1.00000      -1.40000        2.74000        71800.0
10-06-2007 17:00:00.000        0.960000       1.50000       191.300      -2.20000       1.49000      0.620000       3.61000       432.000       0.00000      -2.60000        3.36000        75600.0
10-06-2007 18:00:00.000        0.960000       1.60000       191.300      -3.33000       1.86000     -0.610000       3.92000       421.000     -0.800000      -1.40000        3.58000        68300.0
10-06-2007 19:00:00.000        0.960000       1.60000       191.400      -3.45000       2.27000     -0.600000       4.35000       419.000     -0.600000     -0.600000        3.49000        58100.0
10-06-2007 20:00:00.000        0.960000       1.60000       191.400      -3.49000       1.73000      -1.42000       4.21000       413.000      -1.10000      -1.90000        3.55000        49000.0
10-06-2007 21:00:00.000        0.960000       1.60000       191.500      -3.85000       1.79000     -0.520000       4.33000       406.000     -0.200000      -2.30000        3.60000        48800.0
10-06-2007 22:00:00.000        0.960000       1.60000       191.500      -2.82000       2.73000     -0.570000       4.10000       410.000      0.100000       1.00000        3.57000        54600.0
10-06-2007 23:00:00.000        0.960000       1.60000       191.600      -1.38000       4.04000     -0.180000       4.44000       408.000      0.600000       1.50000        2.83000        52100.0
11-06-2007 00:00:00.000        0.960000       1.60000       191.600      -2.57000       2.12000      -1.70000       4.17000       385.000      -1.30000      -2.00000        3.44000        65200.0
11-06-2007 01:00:00.000        0.960000       1.60000       191.600      0.750000       3.34000     -0.340000       4.27000       416.000      0.400000      0.900000        3.50000        51100.0
11-06-2007 02:00:00.000        0.960000       1.60000       191.700     -0.880000       3.57000     -0.890000       4.24000       407.000     -0.300000      0.200000        4.12000        49100.0
11-06-2007 03:00:00.000        0.960000       1.60000       191.700     -0.550000       2.92000      -1.40000       4.15000       404.000      -1.20000      -1.70000        4.01000        51700.0
11-06-2007 04:00:00.000        0.960000       1.60000       191.800      0.500000       3.54000      -1.19000       3.94000       407.000     -0.800000      0.500000        3.76000        44900.0
11-06-2007 05:00:00.000        0.960000       1.60000       191.800     0.0300000       3.41000      -1.02000       3.68000       408.000     -0.200000       1.00000        3.64000        50100.0
11-06-2007 06:00:00.000        0.960000       1.60000       191.900     -0.750000       2.82000     -0.760000       3.20000       400.000     -0.800000      0.100000        3.86000        56800.0
11-06-2007 07:00:00.000        0.960000       1.60000       191.900      0.620000       3.07000      -1.37000       3.63000       406.000     -0.900000     -0.300000        3.47000        41400.0
11-06-2007 08:00:00.000        0.960000       1.60000       191.900     -0.720000       3.14000     -0.760000       3.51000       389.000     -0.400000      0.400000        3.45000        50800.0
11-06-2007 09:00:00.000        0.960000       1.60000       192.000     -0.590000       3.32000      -1.25000       3.72000       387.000     -0.700000      0.500000        3.19000        43900.0
11-06-2007 10:00:00.000        0.960000       1.60000       192.000     -0.940000       1.03000     -0.190000       3.13000       388.000     -0.300000      -1.10000        3.34000        49700.0
11-06-2007 11:00:00.000        0.960000       1.60000       192.100      0.600000      -1.91000       2.20000       3.10000       383.000      0.300000      -1.80000        3.07000        65900.0
11-06-2007 12:00:00.000        0.960000       1.70000       192.100       1.85000      -1.25000       3.10000       3.99000       379.000      0.500000     -0.700000        3.28000        74500.0
11-06-2007 13:00:00.000        0.960000       1.70000       192.100      0.230000       1.23000       1.77000       3.52000       364.000       1.00000       1.80000        3.32000        67500.0
